GRAPH,NODE DISTANCE,Node,DATE,CLASS,THEMES,P_VALUE,DOCSENTIMENT,SENTIMENT,FINANCIALSENTIMENT,IMPACT,SALIENCY_V1,CONFIDENCE
Pepsico Inc,3,Safeway Inc,2/24/22,Litigation,"
  Lawsuit
",0.058824,0.064229034,-0.403517455,,0.655219138,0.801053584,0.442620922
Pepsico Inc,1,Kellogg Company,3/13/22,Litigation,"
  Lawsuit,
  SASB Selling Practices & Product Labeling
",0.058824,0.131283328,-0.339668661,,0.698176384,0.501152694,0.453498546
Microsoft Corp,1,Federal National Mortgage Association,2/26/22,Breach,"
  Debt Restructuring,
  Corporate Restructuring
",0.176471,0.146845907,-0.125444263,0,0.822223604,0.767217338,0.525855325
Morgan Stanley International Holdings Inc,1,Moodys Corp /De/,3/4/22,Fraud,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain,
  Credit Change
",0.294118,0.143283337,-0.299495399,-0.137437299,0.607349873,0.626364112,0.705426548
Microsoft Corp,1,Federal National Mortgage Association,2/11/22,Litigation,"
  SASB Employee Engagement, Diversity & Inclusion,
  Government,
  Lawsuit,
  Harassment,
  Diversity and Discrimination
",0.058824,0.088912249,-0.106815673,0.526468813,0.879846871,0.906863749,0.506842887
Morgan Stanley International Holdings Inc,1,Barclays Plc,3/26/22,Shutdown,"
  Banking,
  Robbery
",0.166667,-0.19204545,0.043017346,,0.725235999,0.820456564,0.501063852
Microsoft Corp,1,Nuance Communications Inc,3/4/22,Investigation,"
  Artificial Intelligence,
  Merger and Acquisition
",0.117647,0.327650011,0.13056916,,0.834772825,0.960821986,0.601635332
Morgan Stanley International Holdings Inc,2,Sandp Global Inc,2/8/22,Data Breach,"
  Spinoff,
  Merger and Acquisition,
  Dividend
",0.294118,0.306600541,0.130592868,0.220748723,0.621401727,0.719984591,0.648267983
Alphabet Inc,2,Symantec Corp,2/25/22,Sanctions,"
  Cyber Crime,
  Cyber Security
",0.294118,-0.100423813,-0.226985335,0,0.819367826,0.912746847,0.509922816
Alphabet Inc,2,Sunpower Corp,1/27/22,Disruption,"
  Coronavirus
",0.058824,0.206478119,0.442388952,0.534348249,0.774099231,0.942683995,0.598863163
Pepsico Inc,3,Embraer Sa,1/26/22,Disruption,"
  Aviation
",0.235294,0.070561908,0.022677677,0.654414415,0.818093836,0.925388992,0.413396101
Microsoft Corp,2,Moodys Corp /De/,1/21/22,Fraud,"
  Credit Change,
  Fraud,
  Coronavirus,
  Default
",0.235294,0.144552737,-0.337573737,-0.077933557,0.761337876,0.591786206,0.776636458
Coca-Cola Company,3,Banco Bilbao Viscaya Argentaria Sa,3/11/22,Investigation,"
  Sports,
  Banking
",0.176471,0.067493551,0.163956389,0,0.836310923,0.53288275,0.506863375
Alphabet Inc,1,Atandt Inc,3/11/22,Shutdown,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain,
  Earnings,
  Dividend
",0.058824,0.411832541,0.220315129,0.549331665,0.809250414,0.857156813,0.562465269
Goldman Sachs Group Inc,1,Credit Suisse Group,2/8/22,Sanctions,"
  Default,
  Banking,
  Payment Default
",0.294118,0.282981247,-0.214871734,,0.708372951,0.912494242,0.599799781
Pepsico Inc,2,General Mills Inc,3/17/22,Disruption,"
  Supply Chain,
  SASB Materials Sourcing & Efficiency
",0,0.077164568,0.157576561,,0.808568358,0.718273163,0.569749005
Pepsico Inc,1,Sandp Global Inc,2/18/22,Fraud,"
  Gov and Politics,
  Merger and Acquisition,
  Joint Venture / Parthership
",0.117647,0.266394347,-0.173281968,0,0.54086107,0.603488743,0.597267348
Microsoft Corp,1,Us Bancorp,2/7/22,Money Laundering,"
  Merger and Acquisition,
  Money Laundering
",0.117647,0.109318182,0.227816597,,0.603464901,0.86134845,0.513430428
Microsoft Corp,1,Dell Inc,1/3/22,Manipulation,"
  Artificial Intelligence,
  Cyber Security,
  Cyber Crime,
  Merger and Acquisition
",0.235294,0.323091388,0.214810029,,0.53030175,0.626360595,0.585245875
Alphabet Inc,1,Baidu Inc,1/31/22,Corporate Misconduct,"
  Banking
",0.058824,-0.104522221,-0.188314363,-0.478743583,0.759725571,0.762659729,0.512302636
Coca-Cola Company,2,Msci Inc,2/23/22,Sanctions,"
  Economic Activity
",0.176471,-0.075400002,-0.122775845,,0.592383504,0.674420714,0.588069492
Pepsico Inc,2,Facebook Inc,3/2/22,Shutdown,"
  Education,
  Coronavirus
",0.058824,0.167208329,-0.152209461,0,0.840221107,0.950792968,0.505547262
Microsoft Corp,1,Verizon Communications Inc,1/30/22,Dispute,"
  Aviation
",0.058824,-0.026783334,-0.176169157,,0.660393059,0.849295974,0.586373639
Coca-Cola Company,1,Philip Morris International Inc,3/31/22,Disruption,"
  Economic Activity,
  SASB Materials Sourcing & Efficiency,
  Coronavirus,
  Supply Chain
",0.3,-0.108615622,-0.245389879,,0.653870642,0.507679343,0.446590605
Pepsico Inc,3,Anthem Inc,1/26/22,Breach,"
  Lawsuit
",0.176471,0.207458496,-0.0632324,,0.625213742,0.686855912,0.505853478
Goldman Sachs Group Inc,1,Baidu Inc,1/11/22,Litigation,"
  Banking,
  Lawsuit
",0.235294,0.116237141,-0.105123334,-0.961943328,0.722092867,0.631878555,0.601485885
Goldman Sachs Group Inc,3,Pacific Gas And Electric Co,1/23/22,Bankruptcy,"
  Natural Disaster
",0,-0.159646004,0,,0.646204889,0.668012381,0.610659027
Pepsico Inc,3,Embraer Sa,3/4/22,International Sanction,"
  Sanctions
",0.058824,0.04817,0.214086041,,0.832648814,0.969757557,0.433002861
Alphabet Inc,1,Bank Of New York Mellon Corp,1/11/22,Breach,"
  Banking
",0.235294,0.20300968,0.299433708,0,0.725063801,0.688065529,0.594516056
Pepsico Inc,2,Merck And Co Inc,2/19/22,Clinical Trial,"
  Coronavirus
",0,-0.093000002,-0.050640199,0,0.760675192,0.924067914,0.558255237
Goldman Sachs Group Inc,3,Discover Financial Services,3/24/22,Corporate Fraud,"
  Money Laundering,
  SASB Business Ethics
",0.235294,-0.0126,-0.237836868,-0.47977531,0.805474818,0.890636146,0.593094642
Goldman Sachs Group Inc,2,Cisco Systems Inc,3/27/22,Investigation,"
  Education,
  e-Commerce,
  Cyber Security,
  SASB Materials Sourcing & Efficiency,
  Joint Venture / Parthership
",0.266667,0.330796152,0.251090437,0.575738966,0.820720792,0.960180223,0.577222868
Goldman Sachs Group Inc,1,Baidu Inc,2/5/22,Litigation,"
  Lawsuit,
  Banking
",0.058824,0.13600193,0.038237635,-0.961943328,0.742332101,0.804118514,0.50784578
Morgan Stanley International Holdings Inc,1,Ingram Micro Inc,3/8/22,Ransomware Attack,"
  Cyber Crime,
  Cyber Security
",0,0.408046514,0.31123817,0.898084581,0.815389931,0.97394532,0.602087636
Microsoft Corp,2,Pfizer Inc,1/30/22,Clinical Trial,"
  Coronavirus
",0.235294,0.027036842,-0.260534495,,0.609553277,0.594987988,0.543471636
Microsoft Corp,1,Sandp Global Inc,2/18/22,Breach,"
  Gov and Politics,
  Merger and Acquisition,
  Joint Venture / Parthership
",0.117647,0.266394347,-0.173281968,0,0.54086107,0.603488743,0.597267348
Coca-Cola Company,2,The Toronto-Dominion Bank,3/1/22,Breach,"
  Merger and Acquisition
",0.294118,0.234480768,-0.323887765,-0.722630858,0.532457709,0.563598514,0.597935058
Goldman Sachs Group Inc,3,Ingram Micro Inc,2/8/22,Disruption,"
  Supply Chain,
  Merger and Acquisition,
  SASB Ecological Impacts,
  Energy Management,
  SASB Materials Sourcing & Efficiency
",0,0.386230767,0.345110476,0,0.770981073,0.832874894,0.478368786
Goldman Sachs Group Inc,3,Glaxosmithkline Plc,2/3/22,Clinical Trial,"
  Analyst Downgrade,
  Coronavirus,
  Earnings,
  Dividend,
  Joint Venture / Parthership
",0.058824,0.328762233,0.186693922,0.729196787,0.955150068,0.904030144,0.534810358
Goldman Sachs Group Inc,1,Reata Pharmaceuticals Inc,1/11/22,Litigation,"
  Lawsuit
",0,0.107682854,-0.212733462,0,0.786203802,0.655398786,0.575094384
Pepsico Inc,2,Astrazeneca Plc,3/12/22,Clinical Trial,"
  Cancer
",0.294118,-0.195441112,0.225190043,0.836676061,0.571637809,0.686092198,0.502168056
Goldman Sachs Group Inc,2,Quanta Services Inc,3/9/22,Disruption,"
  Profit Warning,
  Energy Management,
  SASB Energy Management
",0,0.22293058,0.147599444,0.427599818,0.59391439,0.672889531,0.5132504
Microsoft Corp,1,Sandp Global Inc,3/21/22,Fraud,"
  Merger and Acquisition
",0,-0.072001301,-0.326449156,0,0.792200983,0.608683169,0.573465424
Microsoft Corp,3,Altria Group,1/31/22,Disruption,"
  Dividend,
  Supply Chain,
  Merger and Acquisition,
  Coronavirus,
  SASB Ecological Impacts,
  SASB GHG Emissions,
  Earnings,
  Climate Change,
  SASB Materials Sourcing & Efficiency
",0.294118,0.214562073,-0.060012352,-0.070230112,0.754792571,0.939518452,0.51043114
Microsoft Corp,2,Accenture Plc,3/1/22,Investigation,"
  Diversity and Discrimination,
  SASB Employee Engagement, Diversity & Inclusion,
  SASB Business Model Resilience,
  Social Justice
",0.294118,0.287610799,0.038706943,,0.800217748,0.841866732,0.702108425
Goldman Sachs Group Inc,2,Ihs Markit Ltd,2/25/22,Investigation,"
  Merger and Acquisition
",0.294118,0.188056529,0.128984824,0.821133316,0.813978851,0.908943534,0.597115723
Goldman Sachs Group Inc,1,Bright Health Inc,2/3/22,Investigation,"
  Coronavirus
",0.117647,0.184055179,-0.145233139,-0.923463941,0.670664608,0.815549135,0.509569372
Goldman Sachs Group Inc,1,Robinhood Markets Inc,1/23/22,Data Breach,"
  IPO ICO
",0,0.12669,-0.248355076,-0.719662488,0.861555398,0.98290503,0.572403923
Microsoft Corp,2,Moodys Corp /De/,2/4/22,Interruption,"
  Economy,
  SASB Ecological Impacts,
  Credit Change,
  Economic Activity,
  Supply Chain,
  Default,
  Natural Disaster,
  SASB Materials Sourcing & Efficiency,
  Government,
  Sanctions,
  Debt Offering
",0.235294,0.049467858,-0.334998578,-0.227514163,0.77430439,0.5310238,0.825382043
Coca-Cola Company,3,Atandt Inc,1/2/22,Investigation,"
  Aviation
",0.117647,0.077188239,-0.151129678,,0.849198103,0.919011116,0.555555219
Alphabet Inc,1,Sandp Global Inc,2/25/22,Investigation,"
  Merger and Acquisition
",0.235294,0.191469997,-0.096844427,,0.659947574,0.77141273,0.50680251
Goldman Sachs Group Inc,1,Bright Health Inc,1/28/22,Breach,"
  IPO ICO,
  Coronavirus,
  Lawsuit,
  Debt Offering
",0.117647,0.19614242,-0.075760976,-0.402130097,0.682340562,0.939555824,0.926051411
Goldman Sachs Group Inc,1,Tencent Music Entertainment Group,3/5/22,Reorganization,"
  Merger and Acquisition
",0,0.312249988,-0.037101474,-0.071640424,0.707787633,0.963928223,0.486138911
Morgan Stanley International Holdings Inc,1,Sandp Global Inc,2/18/22,Bankruptcy,"
  Gov and Politics,
  Merger and Acquisition,
  Joint Venture / Parthership
",0.117647,0.266394347,-0.173281968,0,0.54086107,0.603488743,0.597267348
Morgan Stanley International Holdings Inc,2,Sandp Global Inc,2/18/22,Breach,"
  Gov and Politics,
  Merger and Acquisition,
  Joint Venture / Parthership
",0.117647,0.266394347,-0.173281968,0,0.54086107,0.603488743,0.597267348
Alphabet Inc,1,Atandt Inc,1/30/22,Dispute,"
  Aviation
",0.117647,-0.026030434,-0.057975512,,0.683699429,0.873276353,0.55612016
Morgan Stanley International Holdings Inc,2,Deutsche Bank,1/12/22,Bankruptcy,"
  Bankruptcy,
  Default
",0.294118,-0.061999999,-0.569451749,-0.925080478,0.673830092,0.985128462,0.589437798
Alphabet Inc,1,Apple Inc,3/18/22,Tax Evasion,"
  Drugs,
  Money Laundering,
  Supply Chain
",0.058824,-0.278470963,-0.104060449,,0.835350037,0.85906738,0.596932238
Morgan Stanley International Holdings Inc,2,Moodys Corp /De/,1/6/22,Downgrade,"
  Credit Change,
  Default,
  Analyst Downgrade,
  Banking
",0.294118,0.130602255,-0.28617698,0.085172094,0.731457353,0.623768985,0.612331939
Alphabet Inc,1,Illumina Inc,2/11/22,Disruption,"
  Merger and Acquisition,
  SASB Materials Sourcing & Efficiency,
  Coronavirus,
  Supply Chain,
  Earnings
",0.294118,0.040011112,-0.108760849,0.171730727,0.788316071,0.909143806,0.548534718
Goldman Sachs Group Inc,2,Metlife Inc,3/2/22,Clinical Trial,"
  SASB Employee Engagement, Diversity & Inclusion,
  SASB Business Model Resilience,
  Joint Venture / Parthership
",0.176471,0.213005126,0.500955641,0.439788371,0.727712393,0.528641641,0.511025005
Goldman Sachs Group Inc,1,Valeant Pharmaceuticals International Inc,2/23/22,Investigation,"
  Earnings,
  SASB Systemic Risk Management
",0,0.158190817,-0.181058988,0,0.702676177,0.631226659,0.521298682
Morgan Stanley International Holdings Inc,1,Norfolk Southern Corp,2/16/22,Dispute,"
  Gov and Politics
",0,0.029421918,-0.003215554,0,0.681327999,0.78815186,0.540161061
Microsoft Corp,1,Verizon Communications Inc,1/2/22,Investigation,"
  Aviation
",0.117647,0.136114284,-0.195743874,,0.729278743,0.891890943,0.502276749
Alphabet Inc,2,Symantec Corp,2/24/22,Sanctions,"
  Cyber Crime,
  Gov and Politics,
  Cyber Security
",0.235294,-0.095859088,-0.174111113,0,0.792797923,0.961478472,0.509922816
Morgan Stanley International Holdings Inc,2,Sprint Corp,3/10/22,Fraud,"
  Telecom,
  Government
",0.058824,0.01825,-0.292429358,,0.871608794,0.960113347,0.4784929
Alphabet Inc,3,Sunpower Corp,2/25/22,Litigation,"
  Lawsuit
",0.117647,0.135178119,-0.160725072,-0.253722519,0.786219776,0.818831742,0.598698466
Goldman Sachs Group Inc,1,Fair Isaac Corp,1/27/22,Fraud,"
  Artificial Intelligence
",0.176471,0.268862486,0.168083027,0.733752728,0.812606514,0.963965774,0.576059493
Coca-Cola Company,3,Atandt Inc,1/16/22,Investigation,"
  Gov and Politics,
  Presidential Transition
",0.058824,-0.023118869,-0.129203826,0,0.852011979,0.868249357,0.568780257
Alphabet Inc,2,Amazon Com Inc,1/16/22,Investigation,"
  Supply Chain,
  Disruptive Event,
  Natural Disaster,
  SASB Materials Sourcing & Efficiency
",0.058824,-0.110545456,-0.298996747,,0.865097761,0.92589277,0.590277691
Alphabet Inc,2,Federal National Mortgage Association,2/8/22,Investigation,"
  Diversity and Discrimination,
  SASB Human Rights & Community Relations,
  Social Justice,
  Lawsuit,
  Gov and Politics
",0,-0.068383336,-0.147328228,,0.727171242,0.939882874,0.600732522
Goldman Sachs Group Inc,1,Baidu Inc,1/3/22,Litigation,"
  Banking,
  Lawsuit
",0.117647,0.109021425,-0.105123334,-0.961943328,0.720650017,0.62633878,0.601485885
Microsoft Corp,2,Moodys Corp /De/,3/30/22,Fraud,"
  Credit Change
",0.233333,0.109500825,-0.30331862,0.124735676,0.605043471,0.61839509,0.705426548
Pepsico Inc,2,Google,2/4/22,Investigation,"
  IPO ICO,
  Cybercurrency,
  Supply Chain,
  SASB Materials Sourcing & Efficiency,
  Blockchain
",0.058824,0.035156831,-0.132503524,0,0.954628587,0.700313151,0.510010164
Goldman Sachs Group Inc,1,Bright Health Inc,1/19/22,Breach,"
  Debt Offering,
  IPO ICO,
  Coronavirus,
  Lawsuit
",0,0.187902629,-0.040337868,-0.351863831,0.680025041,0.936080217,0.923318757
Microsoft Corp,2,Moodys Corp /De/,3/4/22,Fraud,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain,
  Credit Change
",0.235294,0.143283337,-0.299495399,-0.137437299,0.607349873,0.626364112,0.705426548
Morgan Stanley International Holdings Inc,3,Bank Of New York Mellon Corp,1/25/22,Hacking,"
  Banking
",0.117647,0.242026806,0.226066336,0,0.739866376,0.602220297,0.589594414
Alphabet Inc,1,Bank Of New York Mellon Corp,1/25/22,Bankruptcy,"
  Banking
",0.117647,0.242026806,0.226066336,0,0.739866376,0.602220297,0.589594414
Goldman Sachs Group Inc,2,Msci Inc,2/28/22,Removal,"
  Sanctions
",0.117647,0.145643756,-0.28467983,-0.90409261,0.858792782,0.960233629,0.508346419
Coca-Cola Company,2,Facebook Inc,3/11/22,Shutdown,"
  Government
",0.058824,-0.034241177,-0.130057171,,0.882203639,0.857403636,0.5102939
Pepsico Inc,2,Facebook Inc,3/11/22,Shutdown,"
  Government
",0.058824,-0.034241177,-0.130057171,,0.882203639,0.857403636,0.5102939
Morgan Stanley International Holdings Inc,2,Sprint Corp,3/30/22,Shutdown,"
  Telecom,
  Merger and Acquisition
",0.1,0.024744,-0.230211273,,0.74738884,0.945400238,0.487661406
Goldman Sachs Group Inc,2,Sprint Corp,3/1/22,Fraud,"
  Telecom
",0.176471,-0.398383319,-0.294010013,,0.795378447,0.843869209,0.466832346
Coca-Cola Company,3,Banco Bilbao Viscaya Argentaria Sa,3/29/22,Fraud,"
  Fraud,
  Banking,
  Cyber Crime
",0.166667,-0.055365384,-0.20662643,,0.730345726,0.880377293,0.498565145
Microsoft Corp,2,Verizon Communications Inc,1/1/22,Disruption,"
  Aviation
",0.235294,0.032461111,-0.285850286,,0.738381803,0.718945265,0.598584231
Goldman Sachs Group Inc,2,Moodys Corp /De/,3/23/22,Breach,"
  Cyber Crime
",0.235294,0.045575675,-0.426818371,,0.703979731,0.510831952,0.584931161
Morgan Stanley International Holdings Inc,1,London Stock Exchange Group Plc,1/13/22,Clinical Trial,"
  Analyst Downgrade,
  Profit Warning,
  SASB Materials Sourcing & Efficiency
",0.294118,0.036633335,0.007954827,0,0.616134167,0.799433231,0.580091159
Microsoft Corp,2,Solarwinds Inc,3/31/22,Hack,"
  Cyber Crime,
  Cyber Security,
  Lawsuit
",0.066667,0.034435295,-0.202448159,-0.597822249,0.970589221,0.967506528,0.504840755
Microsoft Corp,1,Symantec Corp,3/25/22,Investigation,"
  Merger and Acquisition
",0,0.163915381,-0.194038734,0.645937264,0.674969494,0.971111894,0.509737428
Coca-Cola Company,1,Moodys Corp /De/,3/23/22,Breach,"
  Cyber Crime
",0.235294,0.045575675,-0.426818371,,0.703979731,0.510831952,0.584931161
Microsoft Corp,2,Verizon Communications Inc,2/8/22,Fraud,"
  Fraud
",0.058824,-0.207315385,-0.142170444,,0.84331125,0.885292053,0.509004723
Microsoft Corp,1,Linkedin Corp,3/24/22,Removal,"
  Social Justice,
  SASB Human Rights & Community Relations,
  SASB Employee Engagement, Diversity & Inclusion,
  Harassment,
  Diversity and Discrimination
",0.294118,-0.035245832,-0.122669429,,0.769232512,0.821773291,0.460822214
Microsoft Corp,2,Prudential Financial Inc,2/17/22,Interruption,"
  Federal Reserve Action,
  Default,
  Payment Default,
  Retirement Crisis,
  Economic Activity,
  Bankruptcy,
  Dividend,
  Cyber Security,
  Liquidity,
  Coronavirus,
  Climate Change,
  SASB Systemic Risk Management,
  Merger and Acquisition,
  Joint Venture / Parthership,
  Earnings,
  SASB Business Ethics,
  Lawsuit
",0.117647,0.203423709,,,0.707199931,0.59916693,0.55513765
Morgan Stanley International Holdings Inc,3,Bank Of New York Mellon Corp,1/13/22,Litigation,"
  Profit Warning,
  Analyst Downgrade,
  Earnings
",0.294118,0.182727873,0.214586213,,0.657250404,0.817422569,0.60496663
Coca-Cola Company,3,Atandt Inc,1/1/22,Investigation,"
  Aviation
",0.235294,-0.009433334,-0.307684779,,0.831136703,0.792572081,0.555555219
Coca-Cola Company,1,Beyond Meat Inc,1/14/22,Setback,"
  Coronavirus,
  Blockchain,
  Cybercurrency,
  Store Closure,
  Oil,
  Economic Activity,
  Analyst Downgrade,
  SASB Materials Sourcing & Efficiency,
  Supply Chain,
  Profit Warning,
  IPO ICO,
  SASB GHG Emissions,
  Banking,
  Drugs
",0.294118,0.0590331,-0.103402272,-0.926478863,0.72097677,0.621836901,0.426322509
Goldman Sachs Group Inc,2,Moodys Corp /De/,2/4/22,Disruption,"
  Credit Change
",0.235294,0.141307965,-0.3412233,0,0.652626038,0.623782396,0.736530979
Pepsico Inc,2,Sanofi Sa,3/26/22,Litigation,"
  SASB Supply Chain Management,
  Coronavirus,
  SASB Product Design & Lifecycle Management,
  SASB Management of the Legal & Regulatory Environment
",0.033333,0.006739025,-0.03881808,-0.435964167,0.737998128,0.639114499,0.493312673
Goldman Sachs Group Inc,1,Jp Morgan Chase And Co,1/23/22,Dispute,"
  Banking,
  Lawsuit
",0.235294,0.107229494,-0.104215324,-0.270908177,0.744098663,0.669104397,0.824212122
Morgan Stanley International Holdings Inc,2,Morningstar Inc,1/9/22,Sanctions,"
  Cybercurrency,
  Oil,
  Blockchain,
  Coronavirus,
  Artificial Intelligence,
  Merger and Acquisition,
  SASB Employee Engagement, Diversity & Inclusion,
  Economic Activity
",0.294118,0.141328946,0.331723571,0.077228889,0.848609567,0.864240408,0.759519373
Goldman Sachs Group Inc,1,Bank Of New York Mellon Corp,3/28/22,Breach,"
  Lawsuit,
  Banking,
  SASB Supply Chain Management
",0.1,0.005343333,-0.15658769,,0.705367327,0.909119606,0.499472814
Microsoft Corp,2,Check Point Software Technologies Inc,3/23/22,Investigation,"
  Coronavirus
",0.058824,0.324423075,-0.035631094,0,0.773657024,0.765019298,0.597766304
Goldman Sachs Group Inc,1,Bright Health Inc,2/8/22,Fraud,"
  Earnings,
  Lawsuit,
  Coronavirus,
  IPO ICO
",0,0.112369999,0.030728236,-0.32169342,0.81084609,0.732686758,0.50879355
Alphabet Inc,1,Baidu Inc,1/23/22,Breach,"
  Banking
",0.058824,-0.104522221,-0.188314363,-0.478743583,0.759725571,0.762659729,0.512302636
Alphabet Inc,1,Baidu Inc,1/23/22,Investigation,"
  Banking
",0.058824,-0.104522221,-0.188314363,-0.478743583,0.759725571,0.762659729,0.512302636
Pepsico Inc,3,Deutsche Bank,1/27/22,Wire Fraud,"
  Fraud,
  Banking
",0.294118,0.099111997,-0.216015443,,0.882497489,0.958899081,0.511031246
Microsoft Corp,2,Moodys Corp /De/,1/11/22,Downgrade,"
  Credit Change,
  Liquidity,
  Banking
",0.058824,0.121320002,-0.306177527,0,0.714022696,0.627434194,0.736517963
Morgan Stanley International Holdings Inc,1,Ubs Group Ag,2/26/22,Investigation,"
  Lawsuit,
  Debt Offering,
  Bankruptcy,
  Merger and Acquisition,
  Banking,
  Debt Restructuring,
  Corporate Restructuring
",0.235294,0.357129097,-0.147773847,-0.075495616,0.995276928,0.787161648,0.512199637
Microsoft Corp,2,Check Point Software Technologies Inc,3/15/22,Data Breach,"
  Cyber Security,
  Cyber Crime
",0.117647,0.058912501,-0.209622815,-0.840298653,0.722704411,0.716367364,0.599990931
Pepsico Inc,3,Bayer Ag Ord,1/1/22,Clinical Trial,"
  Cancer
",0,-0.149713486,-0.095191605,,0.57409668,0.650862694,0.489468968
Pepsico Inc,3,Bayer Ag Ord,1/1/22,Clinical Trial,"
  Cancer
",0.058824,-0.149713486,-0.095191605,,0.57409668,0.650862694,0.489468968
Morgan Stanley International Holdings Inc,1,Wells Fargo And Company,3/27/22,Arrest,"
  Banking
",0.3,-0.319527268,-0.317903578,,0.795112848,0.726572633,0.600197855
Pepsico Inc,2,Zimmer Biomet Holdings,3/1/22,Investigation,"
  Coronavirus
",0.117647,0.090296924,-0.198397517,,0.730999947,0.64441061,0.594289047
Microsoft Corp,2,Pfizer Inc,1/5/22,Clinical Trial,"
  Coronavirus
",0.117647,0.005477273,0.055611972,,0.680169523,0.743166745,0.470823779
Goldman Sachs Group Inc,1,Uber Technologies Inc,2/26/22,Fraud,"
  SASB Employee Engagement, Diversity & Inclusion,
  SASB Business Ethics,
  Gov and Politics,
  Harassment
",0.294118,0.028894827,-0.117408767,0,0.781970441,0.962035418,0.561436948
Morgan Stanley International Holdings Inc,1,Moodys Corp /De/,1/21/22,Fraud,"
  Supply Chain,
  Credit Change,
  SASB Materials Sourcing & Efficiency
",0.176471,0.146481246,-0.254962295,-0.069149673,0.708436728,0.569574893,0.750850991
Microsoft Corp,2,Solarwinds Inc,1/25/22,Breach,"
  Government,
  Presidential Transition,
  Cyber Crime,
  Gov and Politics
",0,0.095956408,-0.270436943,0,0.906998456,0.88577795,0.475147084
Coca-Cola Company,1,General Mills Inc,3/17/22,Disruption,"
  Supply Chain,
  SASB Materials Sourcing & Efficiency
",0.117647,0.077164568,0.157576561,,0.808568358,0.718273163,0.569749005
Microsoft Corp,3,Vmware Inc,1/27/22,Shutdown,"
  Cyber Security
",0.235294,-0.008782758,-0.134015128,,0.803185165,0.893084407,0.440531283
Goldman Sachs Group Inc,3,Morgan Stanley International Holdings Inc,3/27/22,Investigation,"
  Banking
",0.266667,-0.075262159,-0.146168396,-0.35678637,0.785693169,0.966858208,0.510906995
Alphabet Inc,1,Facebook Inc,2/11/22,Investigation,"
  Money Laundering
",0.058824,-0.186499998,-0.382131189,,0.570061743,0.728359103,0.561454772
Coca-Cola Company,2,Zimmer Biomet Holdings,3/9/22,Litigation,"
  Earnings
",0.117647,0.032034546,-0.118443616,-0.212432995,0.704933465,0.839117348,0.357377369
Pepsico Inc,3,Archer Daniels Midland Co,3/2/22,Sanctions,"
  Earnings,
  Dividend
",0.176471,0.207188994,-0.106855869,0.61912477,0.748389542,0.671927512,0.599108895
Goldman Sachs Group Inc,1,Staples Inc,3/18/22,Wire Fraud,"
  SASB Business Ethics,
  Fraud,
  Bribery
",0,-0.201307148,-0.274463445,-0.764860809,0.791750252,0.819845796,0.576049415
Pepsico Inc,1,Barclays Plc,2/13/22,Money Laundering,"
  Banking
",0.294118,0.279788882,0.013491236,-0.719370425,0.786020815,0.758419812,0.58521087
Pepsico Inc,1,Wells Fargo And Company,3/19/22,Litigation,"
  Social Justice,
  SASB Human Rights & Community Relations,
  Banking,
  Diversity and Discrimination
",0.176471,0.079452381,-0.149964035,-0.901084125,0.813734412,0.943782389,0.600318155
Goldman Sachs Group Inc,2,Aptiv Plc,3/21/22,Investigation,"
  SASB Materials Sourcing & Efficiency,
  Coronavirus,
  Supply Chain
",0.058824,0.133098572,0.230039552,0,0.535659432,0.643111467,0.584000094
Coca-Cola Company,2,Kirin Holdings Co Ltd,2/14/22,Dispute,"
  Supply Chain,
  Joint Venture / Parthership,
  SASB Materials Sourcing & Efficiency
",0.117647,-0.116631247,-0.100825429,,0.631752312,0.776933134,0.578242575
Morgan Stanley International Holdings Inc,2,Moodys Corp /De/,2/3/22,Bankruptcy,"
  Bankruptcy,
  Merger and Acquisition,
  Credit Change
",0.294118,0.133533329,-0.270270884,0,0.768819153,0.632940412,0.814410942
Alphabet Inc,1,Apple Inc,3/18/22,Fraud,"
  Supply Chain,
  Money Laundering
",0.058824,-0.250664502,-0.104060449,,0.832254052,0.841825604,0.596932238
Microsoft Corp,3,Bristol-Myers Squibb Company,2/28/22,Clinical Trial,"
  Health and Medicine
",0.176471,0.02503871,0.193104997,0,0.643989444,0.696006298,0.586024876
Microsoft Corp,2,Solarwinds Inc,1/26/22,Breach,"
  Government,
  Presidential Transition,
  Gov and Politics,
  Cyber Crime
",0.235294,0.074886367,-0.270436943,0,0.887167156,0.718463838,0.475147084
Microsoft Corp,3,Sunpower Corp,4/1/22,Investigation,"
  Lawsuit,
  Merger and Acquisition
",0.133333,-0.018333847,-0.165714085,-0.639390826,0.832536697,0.747378588,0.506335396
Pepsico Inc,3,Deutsche Bank,2/1/22,Investigation,"
  Lawsuit,
  Banking
",0.235294,-0.07050588,-0.1915389,-0.866162539,0.832025349,0.961615145,0.510674094
Pepsico Inc,1,Deutsche Bank,2/1/22,Dispute,"
  Lawsuit,
  Banking
",0.235294,-0.07050588,-0.1915389,-0.866162539,0.832025349,0.961615145,0.510674094
Microsoft Corp,1,Apple Inc,3/18/22,Investigation,"
  Supply Chain,
  Money Laundering
",0.058824,-0.250664502,-0.104060449,,0.832254052,0.841825604,0.596932238
